"Code AGB","Code CIQUAL","Groupe d'aliment","Sous-groupe d'aliment","Nom du Produit en Français","LCI Name","code saison","code avion","Livraison","Préparation","DQR","Score unique EF","Changement climatique","Appauvrissement de la couche d'ozone","Rayonnements ionisants","Formation photochimique d'ozone","Particules fines","Effets toxicologiques sur la santé humaine : substances non-cancérogènes","Effets toxicologiques sur la santé humaine : substances cancérogènes","Acidification terrestre et eaux douces","Eutrophisation eaux douces","Eutrophisation marine","Eutrophisation terrestre","Écotoxicité pour écosystèmes aquatiques d'eau douce","Utilisation du sol","Épuisement des ressources eau","Épuisement des ressources énergétiques","Épuisement des ressources minéraux","Matériau d'emballage"
"6211","6211","viandes, œufs, poissons","viandes cuites","Boeuf, bavette d'aloyau, grillée/poêlée","Beef, flank steak, grilled/pan-fried","2",0,"Glacé","Poêle",5,4.3139007,34.800967,1.3284711e-7,1.0327934,0.05324004,0.0000035151107,0.0000058491168,3.6755876e-8,0.51732659,0.0019540978,0.12688739,2.2750691,159.53341,3435.0975,3.0549277,83.893712,0.00005111475,"PACK AGB"
"6212","6212","viandes, œufs, poissons","viandes crues","Boeuf, bavette d'aloyau, crue","Beef, flank steak, raw","2",0,"Glacé","Pas de préparation",5,3.4032008,27.449719,1.0139158e-7,0.72294101,0.041920696,0.0000027804319,0.0000046292316,2.9035377e-8,0.40922921,0.0015291387,0.100267,1.8001251,125.44474,2716.3628,2.4082558,63.085167,0.000039576765,"PACK AGB"
"6205","6205","viandes, œufs, poissons","viandes cuites","Boeuf, onglet, grillé","Beef, hanger steak, grilled","2",0,"Glacé","Four",5,4.331779099999999,34.764025,1.3060689e-7,1.4303865,0.053301646,0.0000035181183,0.0000058515703,3.6744774e-8,0.5176255,0.0019784753,0.1267891,2.2750732,158.99553,3432.1133,3.077525,91.184428,0.000054225302,"PACK AGB"
"6204","6204","viandes, œufs, poissons","viandes crues","Boeuf, onglet, cru","Beef, hanger steak, raw","2",0,"Glacé","Pas de préparation",5,3.4032008,27.449719,1.0139158e-7,0.72294101,0.041920696,0.0000027804319,0.0000046292316,2.9035377e-8,0.40922921,0.0015291387,0.100267,1.8001251,125.44474,2716.3628,2.4082558,63.085167,0.000039576765,"PACK AGB"
"6151","6151","viandes, œufs, poissons","viandes cuites","Boeuf, jarret, bouilli/cuit à l'eau","Beef, knuckle, boiled/cooked in water","2",0,"Glacé","Cuisson à l'eau",5,4.3360642,34.986881,1.4265209e-7,1.221066,0.054016678,0.0000035228013,0.0000058516546,3.6792643e-8,0.51792403,0.0019690079,0.12664092,2.2764657,158.16089,3432.1856,3.1044853,91.385946,0.000052970456,"PACK AGB"
"6150","6150","viandes, œufs, poissons","viandes crues","Boeuf, jarret, cru","Beef, knuckle, raw","2",0,"Glacé","Pas de préparation",5,3.411537,27.509037,1.0596175e-7,0.77067367,0.042372836,0.0000027857604,0.0000046305364,2.9071263e-8,0.40959415,0.0015350812,0.10015401,1.8011868,124.90417,2716.6325,2.4407786,65.571198,0.000040183156,"PACK AGB"
"25163","25163","viandes, œufs, poissons","autres produits à base de viande","Boeuf, boulettes cuites","Beef, meat balls, cooked","2",0,"Glacé","Four",5,4.9057167,31.478927,1.302203e-7,2.3076245,0.046623356,0.000002853337,0.000011727902,6.7057119e-8,0.41612675,0.0022352768,0.13679463,1.8237641,180.10579,3888.4351,3.5818749,108.77922,0.000051179426,"PACK AGB"
"6253","6253","viandes, œufs, poissons","viandes cuites","Bœuf, steak haché 10% MG, cuit","Beef, minced steak, 10% fat, cooked","2",0,"Glacé","Poêle",5,5.3342671,42.804303,1.7133164e-7,1.938876,0.066023492,0.0000043203119,0.0000071789649,4.5234678e-8,0.63544587,0.0024912506,0.15578111,2.793643,196.05699,4218.1357,3.7700672,120.54271,0.000064207173,"PACK AGB"
"6252","6252","viandes, œufs, poissons","viandes crues","Bœuf, steak haché 10% MG, cru","Beef, minced steak, 10% fat, raw","2",0,"Glacé","Pas de préparation",5,4.2109276,33.785197,1.3185612e-7,1.4402002,0.052040136,0.0000034178329,0.0000056819455,3.5747236e-8,0.50273297,0.0019543513,0.12313941,2.2106305,154.35698,3336.2194,2.9743636,92.096687,0.000049940788,"PACK AGB"
"6255","6255","viandes, œufs, poissons","viandes cuites","Bœuf, steak haché 15% MG, cuit","Beef, minced steak, 15% fat, cooked","2",0,"Glacé","Poêle",5,5.3342671,42.804303,1.7133164e-7,1.938876,0.066023492,0.0000043203119,0.0000071789649,4.5234678e-8,0.63544587,0.0024912506,0.15578111,2.793643,196.05699,4218.1357,3.7700672,120.54271,0.000064207173,"PACK AGB"
"6254","6254","viandes, œufs, poissons","viandes crues","Bœuf, steak haché 15% MG, cru","Beef, minced steak, 15% fat, raw","2",0,"Glacé","Pas de préparation",5,4.2109276,33.785197,1.3185612e-7,1.4402002,0.052040136,0.0000034178329,0.0000056819455,3.5747236e-8,0.50273297,0.0019543513,0.12313941,2.2106305,154.35698,3336.2194,2.9743636,92.096687,0.000049940788,"PACK AGB"
"6257","6257","viandes, œufs, poissons","viandes cuites","Bœuf, steak haché 20% MG, cuit","Beef, minced steak, 20% fat, cooked","2",0,"Glacé","Poêle",5,5.3342671,42.804303,1.7133164e-7,1.938876,0.066023492,0.0000043203119,0.0000071789649,4.5234678e-8,0.63544587,0.0024912506,0.15578111,2.793643,196.05699,4218.1357,3.7700672,120.54271,0.000064207173,"PACK AGB"
"6256","6256","viandes, œufs, poissons","viandes crues","Bœuf, steak haché 20% MG, cru","Beef, minced steak, 20% fat, raw","2",0,"Glacé","Pas de préparation",5,4.2109276,33.785197,1.3185612e-7,1.4402002,0.052040136,0.0000034178329,0.0000056819455,3.5747236e-8,0.50273297,0.0019543513,0.12313941,2.2106305,154.35698,3336.2194,2.9743636,92.096687,0.000049940788,"PACK AGB"
"6251","6251","viandes, œufs, poissons","viandes cuites","Bœuf, steak haché 5% MG, cuit","Beef, minced steak, 5% fat, cooked","2",0,"Glacé","Poêle",5,5.3342671,42.804303,1.7133164e-7,1.938876,0.066023492,0.0000043203119,0.0000071789649,4.5234678e-8,0.63544587,0.0024912506,0.15578111,2.793643,196.05699,4218.1357,3.7700672,120.54271,0.000064207173,"PACK AGB"
"6250","6250","viandes, œufs, poissons","viandes crues","Bœuf, steak haché 5% MG, cru","Beef, minced steak, 5% fat, raw","2",0,"Glacé","Pas de préparation",5,4.2109276,33.785197,1.3185612e-7,1.4402002,0.052040136,0.0000034178329,0.0000056819455,3.5747236e-8,0.50273297,0.0019543513,0.12313941,2.2106305,154.35698,3336.2194,2.9743636,92.096687,0.000049940788,"PACK AGB"
"6241","6241","viandes, œufs, poissons","viandes cuites","Boeuf, collier, braisé","Beef, neck, braised","2",0,"Glacé","Four",5,5.4107399,43.535092,1.6272605e-7,1.6588015,0.066648031,0.0000043969862,0.000007314545,4.5935014e-8,0.64693055,0.0024791436,0.15857306,2.8438543,199.07536,4290.0581,3.8431767,111.17522,0.000066740208,"PACK AGB"
"6310","6310","viandes, œufs, poissons","viandes cuites","Boeuf, queue, bouillie/cuite à l'eau","Beef, oxtail, boiled/cooked in water","2",0,"Glacé","Cuisson à l'eau",5,4.3360642,34.986881,1.4265209e-7,1.221066,0.054016678,0.0000035228013,0.0000058516546,3.6792643e-8,0.51792403,0.0019690079,0.12664092,2.2764657,158.16089,3432.1856,3.1044853,91.385946,0.000052970456,"PACK AGB"
"6100","6100","viandes, œufs, poissons","viandes cuites","Boeuf, entrecôte, partie maigre, grillée/poêlée","Beef, rib steak, lean, grilled/pan-fried","2",0,"Glacé","Poêle",5,4.324430899999999,34.875925,1.3862029e-7,1.0930688,0.053811206,0.0000035218417,0.0000058507649,3.6801206e-8,0.51778758,0.0019616045,0.12674468,2.2764103,158.85057,3435.4382,3.0960107,87.033694,0.000051880587,"PACK AGB"
"6103","6103","viandes, œufs, poissons","viandes crues","Boeuf, entrecôte, crue","Beef, rib steak, raw","2",0,"Glacé","Pas de préparation",5,3.411537,27.509037,1.0596175e-7,0.77067367,0.042372836,0.0000027857604,0.0000046305364,2.9071263e-8,0.40959415,0.0015350812,0.10015401,1.8011868,124.90417,2716.6325,2.4407786,65.571198,0.000040183156,"PACK AGB"
"6001","6001","viandes, œufs, poissons","viandes crues","Boeuf, côte, crue","Beef, rib, raw","2",0,"Glacé","Pas de préparation",5,3.411537,27.509037,1.0596175e-7,0.77067367,0.042372836,0.0000027857604,0.0000046305364,2.9071263e-8,0.40959415,0.0015350812,0.10015401,1.8011868,124.90417,2716.6325,2.4407786,65.571198,0.000040183156,"PACK AGB"
"6210","6210","viandes, œufs, poissons","viandes cuites","Boeuf, rosbif, rôti/cuit au four","Beef, roast beef, roasted/baked","2",0,"Glacé","Four",5,4.331779099999999,34.764025,1.3060689e-7,1.4303865,0.053301646,0.0000035181183,0.0000058515703,3.6744774e-8,0.5176255,0.0019784753,0.1267891,2.2750732,158.99553,3432.1133,3.077525,91.184428,0.000054225302,"PACK AGB"
"6104","6104","viandes, œufs, poissons","viandes cuites","Boeuf, gîte à la noix, cuit","Beef, round, cooked","2",0,"Glacé","Four",5,4.331779099999999,34.764025,1.3060689e-7,1.4303865,0.053301646,0.0000035181183,0.0000058515703,3.6744774e-8,0.5176255,0.0019784753,0.1267891,2.2750732,158.99553,3432.1133,3.077525,91.184428,0.000054225302,"PACK AGB"
"6102","6102","viandes, œufs, poissons","viandes crues","Boeuf, gîte à la noix, cru","Beef, round, raw","2",0,"Glacé","Pas de préparation",5,3.4032008,27.449719,1.0139158e-7,0.72294101,0.041920696,0.0000027804319,0.0000046292316,2.9035377e-8,0.40922921,0.0015291387,0.100267,1.8001251,125.44474,2716.3628,2.4082558,63.085167,0.000039576765,"PACK AGB"
"6207","6207","viandes, œufs, poissons","viandes cuites","Boeuf, rumsteck, grillé","Beef, rump steak, grilled","2",0,"Glacé","Four",5,4.331779099999999,34.764025,1.3060689e-7,1.4303865,0.053301646,0.0000035181183,0.0000058515703,3.6744774e-8,0.5176255,0.0019784753,0.1267891,2.2750732,158.99553,3432.1133,3.077525,91.184428,0.000054225302,"PACK AGB"
"6206","6206","viandes, œufs, poissons","viandes crues","Boeuf, rumsteck, cru","Beef, rump steak, raw","2",0,"Glacé","Pas de préparation",5,3.4032008,27.449719,1.0139158e-7,0.72294101,0.041920696,0.0000027804319,0.0000046292316,2.9035377e-8,0.40922921,0.0015291387,0.100267,1.8001251,125.44474,2716.3628,2.4082558,63.085167,0.000039576765,"PACK AGB"
"6123","6123","viandes, œufs, poissons","viandes cuites","Boeuf, plat de côtes, braisé","Beef, short ribs, braised","2",0,"Glacé","Four",5,4.3423099,34.838958,1.3638018e-7,1.4906851,0.053872816,0.0000035248495,0.0000058532186,3.6790107e-8,0.51808652,0.0019859823,0.12664637,2.2764145,158.31264,3432.454,3.1186097,94.324925,0.00005499133,"PACK AGB"
"6122","6122","viandes, œufs, poissons","viandes crues","Boeuf, plat de côtes, cru","Beef, short ribs, raw","2",0,"Glacé","Pas de préparation",5,3.411537,27.509037,1.0596175e-7,0.77067367,0.042372836,0.0000027857604,0.0000046305364,2.9071263e-8,0.40959415,0.0015350812,0.10015401,1.8011868,124.90417,2716.6325,2.4407786,65.571198,0.000040183156,"PACK AGB"
"6002","6002","viandes, œufs, poissons","viandes crues","Boeuf, épaule, crue","Beef, shoulder, raw","2",0,"Glacé","Pas de préparation",5,3.4032008,27.449719,1.0139158e-7,0.72294101,0.041920696,0.0000027804319,0.0000046292316,2.9035377e-8,0.40922921,0.0015291387,0.100267,1.8001251,125.44474,2716.3628,2.4082558,63.085167,0.000039576765,"PACK AGB"
"6110","6110","viandes, œufs, poissons","viandes cuites","Boeuf, faux-filet, grillé/poêlé","Beef, sirloin steak, grilled/pan-fried","2",0,"Glacé","Poêle",5,4.3139007,34.800967,1.3284711e-7,1.0327934,0.05324004,0.0000035151107,0.0000058491168,3.6755876e-8,0.51732659,0.0019540978,0.12688739,2.2750691,159.53341,3435.0975,3.0549277,83.893712,0.00005111475,"PACK AGB"
"6111","6111","viandes, œufs, poissons","viandes crues","Boeuf, faux-filet, cru","Beef, sirloin steak, raw","2",0,"Glacé","Pas de préparation",5,3.4032008,27.449719,1.0139158e-7,0.72294101,0.041920696,0.0000027804319,0.0000046292316,2.9035377e-8,0.40922921,0.0015291387,0.100267,1.8001251,125.44474,2716.3628,2.4082558,63.085167,0.000039576765,"PACK AGB"
"6105","6105","viandes, œufs, poissons","viandes cuites","Boeuf, faux-filet, rôti/cuit au four","Beef, sirloin steak, roasted/baked","2",0,"Glacé","Four",5,4.331779099999999,34.764025,1.3060689e-7,1.4303865,0.053301646,0.0000035181183,0.0000058515703,3.6744774e-8,0.5176255,0.0019784753,0.1267891,2.2750732,158.99553,3432.1133,3.077525,91.184428,0.000054225302,"PACK AGB"
"6200","6200","viandes, œufs, poissons","viandes cuites","Boeuf, steak ou bifteck, grillé","Beef, steak or beef steak, grilled","2",0,"Glacé","Four",5,4.331779099999999,34.764025,1.3060689e-7,1.4303865,0.053301646,0.0000035181183,0.0000058515703,3.6744774e-8,0.5176255,0.0019784753,0.1267891,2.2750732,158.99553,3432.1133,3.077525,91.184428,0.000054225302,"PACK AGB"
"6201","6201","viandes, œufs, poissons","viandes crues","Boeuf, steak ou bifteck, cru","Beef, steak or beef steak, raw","2",0,"Glacé","Pas de préparation",5,3.4032008,27.449719,1.0139158e-7,0.72294101,0.041920696,0.0000027804319,0.0000046292316,2.9035377e-8,0.40922921,0.0015291387,0.100267,1.8001251,125.44474,2716.3628,2.4082558,63.085167,0.000039576765,"PACK AGB"
"6230","6230","viandes, œufs, poissons","viandes cuites","Boeuf, à bourguignon ou pot-au-feu, cuit","Beef, stewing meat, cooked","2",0,"Glacé","Four",5,4.331779099999999,34.764025,1.3060689e-7,1.4303865,0.053301646,0.0000035181183,0.0000058515703,3.6744774e-8,0.5176255,0.0019784753,0.1267891,2.2750732,158.99553,3432.1133,3.077525,91.184428,0.000054225302,"PACK AGB"
"6231","6231","viandes, œufs, poissons","viandes crues","Boeuf, à bourguignon ou pot-au-feu, cru","Beef, stewing meat, raw","2",0,"Glacé","Pas de préparation",5,3.4032008,27.449719,1.0139158e-7,0.72294101,0.041920696,0.0000027804319,0.0000046292316,2.9035377e-8,0.40922921,0.0015291387,0.100267,1.8001251,125.44474,2716.3628,2.4082558,63.085167,0.000039576765,"PACK AGB"
"6131","6131","viandes, œufs, poissons","viandes cuites","Boeuf, hampe, grillée/poêlée","Beef, thin flank, grilled/pan-fried","2",0,"Glacé","Poêle",5,4.3139007,34.800967,1.3284711e-7,1.0327934,0.05324004,0.0000035151107,0.0000058491168,3.6755876e-8,0.51732659,0.0019540978,0.12688739,2.2750691,159.53341,3435.0975,3.0549277,83.893712,0.00005111475,"PACK AGB"
"6130","6130","viandes, œufs, poissons","viandes crues","Boeuf, hampe, crue","Beef, thin flank, raw","2",0,"Glacé","Pas de préparation",5,3.4032008,27.449719,1.0139158e-7,0.72294101,0.041920696,0.0000027804319,0.0000046292316,2.9035377e-8,0.40922921,0.0015291387,0.100267,1.8001251,125.44474,2716.3628,2.4082558,63.085167,0.000039576765,"PACK AGB"
"6161","6161","viandes, œufs, poissons","viandes cuites","Boeuf, tende de tranche, grillée/poêlée","Beef, topside, grilled/pan-fried","2",0,"Glacé","Poêle",5,4.3139007,34.800967,1.3284711e-7,1.0327934,0.05324004,0.0000035151107,0.0000058491168,3.6755876e-8,0.51732659,0.0019540978,0.12688739,2.2750691,159.53341,3435.0975,3.0549277,83.893712,0.00005111475,"PACK AGB"
"6160","6160","viandes, œufs, poissons","viandes crues","Boeuf, tende de tranche, crue","Beef, topside, raw","2",0,"Glacé","Pas de préparation",5,3.4032008,27.449719,1.0139158e-7,0.72294101,0.041920696,0.0000027804319,0.0000046292316,2.9035377e-8,0.40922921,0.0015291387,0.100267,1.8001251,125.44474,2716.3628,2.4082558,63.085167,0.000039576765,"PACK AGB"
"6162","6162","viandes, œufs, poissons","viandes cuites","Boeuf, tende de tranche, rôtie/cuite au four","Beef, topside, roasted/baked","2",0,"Glacé","Four",5,4.331779099999999,34.764025,1.3060689e-7,1.4303865,0.053301646,0.0000035181183,0.0000058515703,3.6744774e-8,0.5176255,0.0019784753,0.1267891,2.2750732,158.99553,3432.1133,3.077525,91.184428,0.000054225302,"PACK AGB"
"30766","30766","viandes, œufs, poissons","charcuteries","Saucisse de bière","Beer sausage","2",0,"Glacé","Four",5,0.61473474,4.7825894,7.1333872e-8,1.7057839,0.012691488,5.0445699e-7,5.6589947e-8,2.7854004e-9,0.070017256,0.00071264806,0.019378635,0.29166583,122.27322,231.98478,1.233586,62.757359,0.00002047936,"PACK AGB"
"5011","5011","boissons","boisson alcoolisées","Bière ""de spécialités"" ou d'abbaye, régionales ou d'une brasserie (degré d'alcool variable)","Beer, ""specialty"", from abbey or regional (varying alcohol content)","2",0,"Glacé","Réfrigéré chez le consommateur",5,0.12728308000000002,1.3523206,9.2566306e-8,0.57881162,0.0048735188,7.0385395e-8,1.0939177e-8,3.9380522e-10,0.0060123635,0.00016163983,0.0022342939,0.018785385,9.651678,18.471742,0.25244121,27.422839,0.0000045247865,"PACK PROXY"
"5030","5030","boissons","boisson alcoolisées","Bière sans alcool (<1,2° alcool)","Beer, alcohol-free (<1,2° alcohol)","2",0,"Glacé","Réfrigéré chez le consommateur",5,0.12728308000000002,1.3523206,9.2566306e-8,0.57881162,0.0048735188,7.0385395e-8,1.0939177e-8,3.9380522e-10,0.0060123635,0.00016163983,0.0022342939,0.018785385,9.651678,18.471742,0.25244121,27.422839,0.0000045247865,"PACK PROXY"
"5000","5000","boissons","boisson alcoolisées","Bière brune","Beer, dark","2",0,"Glacé","Réfrigéré chez le consommateur",5,0.12728308000000002,1.3523206,9.2566306e-8,0.57881162,0.0048735188,7.0385395e-8,1.0939177e-8,3.9380522e-10,0.0060123635,0.00016163983,0.0022342939,0.018785385,9.651678,18.471742,0.25244121,27.422839,0.0000045247865,"PACK PROXY"
"5008","5008","boissons","boisson alcoolisées","Bière faiblement alcoolisée (3° alcool)","Beer, low alcohol-content (3° alcohol)","2",0,"Glacé","Réfrigéré chez le consommateur",5,0.12728308000000002,1.3523206,9.2566306e-8,0.57881162,0.0048735188,7.0385395e-8,1.0939177e-8,3.9380522e-10,0.0060123635,0.00016163983,0.0022342939,0.018785385,9.651678,18.471742,0.25244121,27.422839,0.0000045247865,"PACK PROXY"
"5001","5001","boissons","boisson alcoolisées","Bière ""coeur de marché"" (4-5° alcool)","Beer, regular (4-5° alcohol)","2",0,"Glacé","Réfrigéré chez le consommateur",5,0.12728308000000002,1.3523206,9.2566306e-8,0.57881162,0.0048735188,7.0385395e-8,1.0939177e-8,3.9380522e-10,0.0060123635,0.00016163983,0.0022342939,0.018785385,9.651678,18.471742,0.25244121,27.422839,0.0000045247865,"PACK PROXY"
"5010","5010","boissons","boisson alcoolisées","Bière ""spéciale"" (5-6° alcool)","Beer, special (5-6° alcohol)","2",0,"Glacé","Réfrigéré chez le consommateur",5,0.12728308000000002,1.3523206,9.2566306e-8,0.57881162,0.0048735188,7.0385395e-8,1.0939177e-8,3.9380522e-10,0.0060123635,0.00016163983,0.0022342939,0.018785385,9.651678,18.471742,0.25244121,27.422839,0.0000045247865,"PACK PROXY"
"5002","5002","boissons","boisson alcoolisées","Bière forte (>8° alcool)","Beer, strong (>8° alcohol)","2",0,"Glacé","Réfrigéré chez le consommateur",5,0.12728308000000002,1.3523206,9.2566306e-8,0.57881162,0.0048735188,7.0385395e-8,1.0939177e-8,3.9380522e-10,0.0060123635,0.00016163983,0.0022342939,0.018785385,9.651678,18.471742,0.25244121,27.422839,0.0000045247865,"PACK PROXY"
"0001","1","boissons","boissons sans alcool","Jus de betterave","Beetroot juice, pure juice","2",0,"Ambiant (long)","Pas de préparation",5,0.08805132800000001,0.69936103,5.2089395e-7,0.13608409,0.0024257622,4.2350194e-8,1.2714365e-8,3.423111e-10,0.0042803013,0.00015405563,0.001684851,0.014949749,9.36738,9.2175615,0.61704448,10.284632,0.000016770146,"PACK PROXY"
"20003","20003","fruits, légumes, légumineuses et oléagineux","légumes","Betterave rouge, cuite","Beetroot, cooked","2",0,"Ambiant (moyen)","Cuisson à l'eau",5,0.10134911,1.2008004,4.2889924e-8,0.19417919,0.0040489783,4.6888486e-8,1.2263422e-8,3.4444069e-10,0.0037897277,0.00020559097,0.0016382853,0.012033213,4.7863254,12.524629,0.54547859,19.444728,0.0000058590573,"PACK AGB"
"20091","20091","fruits, légumes, légumineuses et oléagineux","légumes","Betterave rouge, crue","Beetroot, raw","2",0,"Ambiant (moyen)","Pas de préparation",5,0.037322931,0.42479942,1.6616496e-8,0.040654327,0.001567439,2.4066531e-8,6.1724028e-9,1.5422654e-10,0.0017710164,0.000055982713,0.00090851916,0.006285844,2.2220821,4.9382448,0.29450263,5.1022658,0.0000024053092,"PACK AGB"
"39519","39519","glaces et sorbets","desserts glacés","Poire belle Hélène","Belle Helene pear dessert (cooked pear topped with hot chocolate sauce on a bed of vanilla ice cream)","2",0,"Congelé","Pas de préparation",5,0.34402152,2.5527604,0.0000020215465,0.89409061,0.0069007511,2.1953974e-7,3.6569551e-8,1.0169227e-9,0.029425182,0.00031665421,0.0081544452,0.11962628,21.35964,71.736865,0.66983455,37.803005,0.00005802305,"PACK PROXY"
"26159","26159","viandes, œufs, poissons","poissons crus","Coulirou, cru","Bigeye scad, raw","2",0,"Glacé","Pas de préparation",5,0.36035928,2.7092366,0.000001599102,0.2202451,0.031887835,3.2248737e-7,1.6317385e-8,8.328054e-10,0.039905648,0.00022423497,0.010063578,0.10878528,4.506682,7.5868229,0.16164674,37.962977,0.000044260978,"PACK PROXY"
"26240","26240","viandes, œufs, poissons","poissons crus","Joëls (petits poissons entiers) pour friture, crus","Big-scale sand smelt (whole small fish), to fry, raw","2",0,"Glacé","Pas de préparation",5,0.22843013,1.8857438,0.0000015207492,0.21504011,0.014823365,1.4336485e-7,1.3239696e-8,4.5141214e-10,0.016625018,0.00020210919,0.0044259005,0.047203605,4.0203928,6.9384688,0.14864075,28.306859,0.000043861653,"PACK PROXY"
"24660","24660","produits céréaliers","céréales de petit-déjeuner et biscuits","Palmier, artisanal","Biscuit ( puff pastry), palmier, from bakery","2",0,"Ambiant (long)","Pas de préparation",5,0.34329575,3.203378,4.1706862e-8,0.58501056,0.0081695683,2.8887227e-7,4.1961088e-8,1.3375538e-9,0.039888625,0.00030672773,0.011582521,0.16872972,25.14876,110.32962,1.0534213,35.556536,0.0000092414561,"PACK PROXY"
"24000","24000","produits céréaliers","céréales de petit-déjeuner et biscuits","Biscuit sec, sans précision","Biscuit (cookie)","2",0,"Ambiant (long)","Pas de préparation",5,0.36224793,3.3361469,4.8408116e-8,0.58457963,0.0092824441,2.8862079e-7,4.163517e-8,1.5496707e-9,0.039645483,0.00037279716,0.012935321,0.16668998,33.01304,128.03292,1.0975748,39.549082,0.000010465063,"PACK PROXY"
"24037","24037","produits céréaliers","céréales de petit-déjeuner et biscuits","Biscuit sec fourré à la pâte ou purée de fruits","Biscuit (cookie) filled with fruit paste or fruit puree","2",0,"Ambiant (long)","Pas de préparation",5,0.35330459000000003,2.9530797,3.0265094e-7,0.5693646,0.0085923634,2.3925401e-7,3.9566269e-8,1.4556013e-9,0.031786183,0.00042976786,0.010549441,0.13191827,104.71634,98.824545,1.9108741,40.084468,0.000011126221,"PACK PROXY"
"24008","24008","produits céréaliers","céréales de petit-déjeuner et biscuits","Biscuit sec fourré aux fruits, allégé en matière grasse","Biscuit (cookie) filled with fruits, reduced fat","2",0,"Ambiant (long)","Pas de préparation",5,0.35330459000000003,2.9530797,3.0265094e-7,0.5693646,0.0085923634,2.3925401e-7,3.9566269e-8,1.4556013e-9,0.031786183,0.00042976786,0.010549441,0.13191827,104.71634,98.824545,1.9108741,40.084468,0.000011126221,"PACK PROXY"
"24003","24003","produits céréaliers","céréales de petit-déjeuner et biscuits","Biscuit sec à teneur garantie en vitamines et minéraux","Biscuit (cookie) vitamins and chemical elements content guaranteed","2",0,"Ambiant (long)","Pas de préparation",5,0.36224793,3.3361469,4.8408116e-8,0.58457963,0.0092824441,2.8862079e-7,4.163517e-8,1.5496707e-9,0.039645483,0.00037279716,0.012935321,0.16668998,33.01304,128.03292,1.0975748,39.549082,0.000010465063,"PACK PROXY"
"24002","24002","produits céréaliers","céréales de petit-déjeuner et biscuits","Biscuit sec à teneur garantie en vitamines","Biscuit (cookie) vitamins content guaranteed","2",0,"Ambiant (long)","Pas de préparation",5,0.28252028,2.3973073,4.5998436e-8,0.55776916,0.0085626483,1.9008986e-7,1.7426768e-8,1.2162575e-9,0.024679128,0.00040166579,0.010719577,0.10066506,36.612152,102.80803,1.4693508,38.760429,0.0000097897239,"PACK PROXY"
"24004","24004","produits céréaliers","céréales de petit-déjeuner et biscuits","Biscuit sec aux fruits, hyposodé","Biscuit (cookie) with fruits, reduced salt","2",0,"Ambiant (long)","Pas de préparation",5,0.35330459000000003,2.9530797,3.0265094e-7,0.5693646,0.0085923634,2.3925401e-7,3.9566269e-8,1.4556013e-9,0.031786183,0.00042976786,0.010549441,0.13191827,104.71634,98.824545,1.9108741,40.084468,0.000011126221,"PACK PROXY"
"24055","24055","produits céréaliers","céréales de petit-déjeuner et biscuits","Biscuit sec fourré fruits à coque (non ou légèrement chocolaté)","Biscuit (cookie) with nuts (no chocolate or lightly chocolate-flavoured)","2",0,"Ambiant (long)","Pas de préparation",5,0.9650181800000001,3.155325,6.9659736e-8,0.65657484,0.015260677,4.8442172e-7,3.3149654e-7,1.8272839e-9,0.05542135,0.00077336686,0.020322893,0.22829045,69.524221,235.74835,58.153826,50.504053,0.000027161514,"PACK PROXY"
"24011","24011","produits céréaliers","céréales de petit-déjeuner et biscuits","Biscuit sec, petits fours en assortiment","Biscuit (cookie), assortment of miniature sweets and biscuits","2",0,"Ambiant (long)","Pas de préparation",5,0.4088304,3.7085185,5.0945618e-8,0.6100637,0.010237716,3.3744702e-7,4.8088963e-8,1.7426032e-9,0.04673639,0.00040721781,0.014589245,0.19690004,41.599996,143.99552,1.2461938,41.311873,0.000011390675,"PACK PROXY"
"24441","24441","produits céréaliers","céréales de petit-déjeuner et biscuits","Biscuit sec type langue de chat ou cigarette russe","Biscuit (cookie), cat tongue type","2",0,"Ambiant (long)","Pas de préparation",5,0.4088304,3.7085185,5.0945618e-8,0.6100637,0.010237716,3.3744702e-7,4.8088963e-8,1.7426032e-9,0.04673639,0.00040721781,0.014589245,0.19690004,41.599996,143.99552,1.2461938,41.311873,0.000011390675,"PACK PROXY"
"24038","24038","produits céréaliers","céréales de petit-déjeuner et biscuits","Biscuit sec avec nappage chocolat","Biscuit (cookie), chocolate covering","2",0,"Ambiant (long)","Pas de préparation",5,0.54636938,7.5634685,5.0206995e-8,0.61264821,0.015613077,3.1138757e-7,4.1927216e-8,3.1619889e-9,0.040878592,0.00082556771,0.022223962,0.17032313,36.459046,282.86665,1.229362,48.142432,0.000011149774,"PACK PROXY"
"24016","24016","produits céréaliers","céréales de petit-déjeuner et biscuits","Biscuit sec avec tablette de chocolat","Biscuit (cookie), covering with a chocolate bar","2",0,"Ambiant (long)","Pas de préparation",5,0.54636938,7.5634685,5.0206995e-8,0.61264821,0.015613077,3.1138757e-7,4.1927216e-8,3.1619889e-9,0.040878592,0.00082556771,0.022223962,0.17032313,36.459046,282.86665,1.229362,48.142432,0.000011149774,"PACK PROXY"
